RandRep,Animal,Gen,Treatment,Treat,Line,Vial,Ind,MD,multiout,Index,Trait,Score
1,5558,2,S,1,4,2,8,9.10469984084408,0,ILD2.5,5,0.523682991023126
1,5559,2,S,1,4,3,1,5.50010244432628,0,CS,1,1211.58408705297
1,5559,2,S,1,4,3,1,5.50010244432628,0,ILD2.5,5,0.508243690800393
1,5560,2,S,1,4,3,2,9.16182908728057,0,CS,1,1221.2339843144
1,5560,2,S,1,4,3,2,9.16182908728057,0,ILD2.5,5,0.513116363451391
1,5561,2,S,1,4,3,3,2.52962702533599,0,CS,1,1209.625653755
1,5561,2,S,1,4,3,3,2.52962702533599,0,ILD2.5,5,0.515444866111007
1,5562,2,S,1,4,3,5,12.3385149279229,0,CS,1,1210.87947835906
1,5562,2,S,1,4,3,5,12.3385149279229,0,ILD2.5,5,0.514812467741756
1,5563,2,S,1,4,3,6,4.45158866926058,0,CS,1,1235.3396294137
1,5563,2,S,1,4,3,6,4.45158866926058,0,ILD2.5,5,0.505977861462918
1,5564,2,S,1,4,3,8,7.60332852838175,0,CS,1,1244.89339124101
1,5564,2,S,1,4,3,8,7.60332852838175,0,ILD2.5,5,0.516581544067924
1,4000,2,S,1,5,1,1,11.0799022512247,0,CS,1,1216.46299665144
1,4000,2,S,1,5,1,1,11.0799022512247,0,ILD2.5,5,0.514932894116817
1,4001,2,S,1,5,1,2,0.954865497678917,0,CS,1,1202.0184875635
1,4001,2,S,1,5,1,2,0.954865497678917,0,ILD2.5,5,0.505820111003546
1,4002,2,S,1,5,1,3,6.65383033221729,0,CS,1,1182.03252446321
1,4002,2,S,1,5,1,3,6.65383033221729,0,ILD2.5,5,0.520071766082463
1,4003,2,S,1,5,1,4,1.46463102301448,0,CS,1,1221.09795766851
1,4003,2,S,1,5,1,4,1.46463102301448,0,ILD2.5,5,0.510991613541735
1,4004,2,S,1,5,1,5,11.6771423935009,0,CS,1,1153.90284590071
1,4004,2,S,1,5,1,5,11.6771423935009,0,ILD2.5,5,0.511357760238206
1,4005,2,S,1,5,1,6,1.96831517018699,0,CS,1,1193.74127105592
1,4005,2,S,1,5,1,6,1.96831517018699,0,ILD2.5,5,0.503097055256832
1,4006,2,S,1,5,2,1,4.26068013807643,0,CS,1,1214.8210659279
1,4006,2,S,1,5,2,1,4.26068013807643,0,ILD2.5,5,0.512719602969342
1,4007,2,S,1,5,2,2,2.95418911176738,0,CS,1,1230.35785218953
1,4007,2,S,1,5,2,2,2.95418911176738,0,ILD2.5,5,0.509942272210175
1,4008,2,S,1,5,2,3,20.292076305857,0,CS,1,1226.05800116561
1,4008,2,S,1,5,2,3,20.292076305857,0,ILD2.5,5,0.497346005034965
1,4009,2,S,1,5,2,4,3.86014409765634,0,CS,1,1226.97414624577
1,4009,2,S,1,5,2,4,3.86014409765634,0,ILD2.5,5,0.507468148342065
1,4010,2,S,1,5,2,5,6.72238938382147,0,CS,1,1214.056103408
1,4010,2,S,1,5,2,5,6.72238938382147,0,ILD2.5,5,0.496226011664534
1,4011,2,S,1,5,2,6,8.28442784351045,0,CS,1,1218.67970452544
1,4011,2,S,1,5,2,6,8.28442784351045,0,ILD2.5,5,0.519924972492279
1,5803,2,S,1,6,2,1,3.9664061727544,0,CS,1,1228.17669738519
1,5803,2,S,1,6,2,1,3.9664061727544,0,ILD2.5,5,0.510715525663026
1,5804,2,S,1,6,2,3,3.15833129828325,0,CS,1,1235.54783171047
1,5804,2,S,1,6,2,3,3.15833129828325,0,ILD2.5,5,0.505782855651862
1,5805,2,S,1,6,2,5,4.88171197358494,0,CS,1,1206.16757634344
1,5805,2,S,1,6,2,5,4.88171197358494,0,ILD2.5,5,0.501548401126218
1,5806,2,S,1,6,2,6,4.49295870506866,0,CS,1,1230.63217719818
1,5806,2,S,1,6,2,6,4.49295870506866,0,ILD2.5,5,0.491701007071463
1,5807,2,S,1,6,2,7,6.47336221372929,0,CS,1,1242.14724480545
1,5807,2,S,1,6,2,7,6.47336221372929,0,ILD2.5,5,0.521243524715714
1,5808,2,S,1,6,2,8,1.87603381627006,0,CS,1,1225.30195824902
1,5808,2,S,1,6,2,8,1.87603381627006,0,ILD2.5,5,0.513944837482404
1,5809,2,S,1,6,3,1,5.45376909221401,0,CS,1,1252.93779219525
1,5809,2,S,1,6,3,1,5.45376909221401,0,ILD2.5,5,0.510066871988817
1,5810,2,S,1,6,3,2,10.5710508749655,0,CS,1,1252.07285907987
1,5810,2,S,1,6,3,2,10.5710508749655,0,ILD2.5,5,0.492412807496796
1,5811,2,S,1,6,3,3,6.42910913332252,0,CS,1,1223.39373147904
1,5811,2,S,1,6,3,3,6.42910913332252,0,ILD2.5,5,0.494331489849418
1,5812,2,S,1,6,3,5,9.11952005609729,0,CS,1,1219.09948550376
1,5812,2,S,1,6,3,5,9.11952005609729,0,ILD2.5,5,0.505838130886797
1,5813,2,S,1,6,3,6,15.2195323080347,0,CS,1,1193.62184594247
1,5813,2,S,1,6,3,6,15.2195323080347,0,ILD2.5,5,0.480433648615307
1,5814,2,S,1,6,3,7,4.81868133065181,0,CS,1,1251.29701598869
1,5814,2,S,1,6,3,7,4.81868133065181,0,ILD2.5,5,0.513237193227303
1,5815,2,S,1,6,3,8,2.2944157313545,0,CS,1,1236.8148159239
1,5815,2,S,1,6,3,8,2.2944157313545,0,ILD2.5,5,0.512494309147805
1,1004,2,S,1,7,1,1,5.89692955829826,0,CS,1,1210.74008587952
1,1004,2,S,1,7,1,1,5.89692955829826,0,ILD2.5,5,0.513129976254483
1,1005,2,S,1,7,1,2,2.84756619573482,0,CS,1,1200.52497775857
1,1005,2,S,1,7,1,2,2.84756619573482,0,ILD2.5,5,0.513082838843157
1,1006,2,S,1,7,1,3,2.82884551737774,0,CS,1,1210.83680889613
1,1006,2,S,1,7,1,3,2.82884551737774,0,ILD2.5,5,0.510610141486474
1,1007,2,S,1,7,1,4,6.58971646827684,0,CS,1,1175.6380773388
1,1007,2,S,1,7,1,4,6.58971646827684,0,ILD2.5,5,0.5140027320009
1,1008,2,S,1,7,1,6,6.91914316632531,0,CS,1,1197.61086241641
1,1008,2,S,1,7,1,6,6.91914316632531,0,ILD2.5,5,0.519145857790676
1,1009,2,S,1,7,2,1,3.40287324593616,0,CS,1,1187.9856901495
1,1009,2,S,1,7,2,1,3.40287324593616,0,ILD2.5,5,0.517082951316903
1,1010,2,S,1,7,2,2,3.26253082831414,0,CS,1,1183.49811059324
1,1010,2,S,1,7,2,2,3.26253082831414,0,ILD2.5,5,0.511518138196086
1,1011,2,S,1,7,2,3,32.787466632496,1,CS,1,1101.82101793147
1,1011,2,S,1,7,2,3,32.787466632496,1,ILD2.5,5,0.518607649034234
1,1012,2,S,1,7,2,4,6.35150994813261,0,CS,1,1191.1614313583
1,1012,2,S,1,7,2,4,6.35150994813261,0,ILD2.5,5,0.51101850939827
1,1013,2,S,1,7,2,5,4.70228977953622,0,CS,1,1183.81079569329
1,1013,2,S,1,7,2,5,4.70228977953622,0,ILD2.5,5,0.497144353617244
1,1014,2,S,1,7,2,6,10.9699455507081,0,CS,1,1274.74868982957
1,1014,2,S,1,7,2,6,10.9699455507081,0,ILD2.5,5,0.508484187510335
1,2443,2,S,1,8,1,2,4.46551073464656,0,CS,1,1204.50275586604
1,2443,2,S,1,8,1,2,4.46551073464656,0,ILD2.5,5,0.502617483078452
1,2444,2,S,1,8,2,3,4.93665807178352,0,CS,1,1207.38045186906
1,2444,2,S,1,8,2,3,4.93665807178352,0,ILD2.5,5,0.500221890780588
1,2445,2,S,1,8,2,5,1.50034156058789,0,CS,1,1219.26544370872
1,2445,2,S,1,8,2,5,1.50034156058789,0,ILD2.5,5,0.508001438751274
1,2446,2,S,1,8,2,6,5.41219228089447,0,CS,1,1213.32591572824
1,2446,2,S,1,8,2,6,5.41219228089447,0,ILD2.5,5,0.501692521642337
1,686,2,S,1,9,1,1,5.96592592101439,0,CS,1,1236.84311409688
1,686,2,S,1,9,1,1,5.96592592101439,0,ILD2.5,5,0.513051843293872
1,687,2,S,1,9,1,2,2.76434137959857,0,CS,1,1237.97424134035
1,687,2,S,1,9,1,2,2.76434137959857,0,ILD2.5,5,0.499857764509663
1,688,2,S,1,9,1,3,11.3540587264148,0,CS,1,1262.07087316397
1,688,2,S,1,9,1,3,11.3540587264148,0,ILD2.5,5,0.494908007739465
1,689,2,S,1,9,1,4,5.96709543976956,0,CS,1,1220.85279847963
1,689,2,S,1,9,1,4,5.96709543976956,0,ILD2.5,5,0.493976508808008
1,690,2,S,1,9,1,5,13.7845159455324,0,CS,1,1230.53285657519
1,690,2,S,1,9,1,5,13.7845159455324,0,ILD2.5,5,0.488335660702019
1,691,2,S,1,9,1,6,6.44330428033306,0,CS,1,1232.15222724755
1,691,2,S,1,9,1,6,6.44330428033306,0,ILD2.5,5,0.509402662948994
1,692,2,S,1,9,2,1,5.37983641549554,0,CS,1,1249.36819588497
1,692,2,S,1,9,2,1,5.37983641549554,0,ILD2.5,5,0.514298615190454
1,693,2,S,1,9,2,2,6.77733687200289,0,CS,1,1233.3717111146
1,693,2,S,1,9,2,2,6.77733687200289,0,ILD2.5,5,0.50616858535726
1,694,2,S,1,9,2,3,7.8493586804115,0,CS,1,1251.95589201678
1,694,2,S,1,9,2,3,7.8493586804115,0,ILD2.5,5,0.497079823562985
1,695,2,S,1,9,2,4,2.50751691063685,0,CS,1,1218.93924741509
1,695,2,S,1,9,2,4,2.50751691063685,0,ILD2.5,5,0.50370343788746
1,696,2,S,1,9,2,5,5.23760269499316,0,CS,1,1199.18722474849
1,696,2,S,1,9,2,5,5.23760269499316,0,ILD2.5,5,0.504150602171816
1,697,2,S,1,9,2,6,14.3949619930577,0,CS,1,1223.78774484975
1,697,2,S,1,9,2,6,14.3949619930577,0,ILD2.5,5,0.499937496474498
1,5175,2,S,1,10,1,1,3.76846862807345,0,CS,1,1219.46955681558
1,5175,2,S,1,10,1,1,3.76846862807345,0,ILD2.5,5,0.512471437246991
1,5176,2,S,1,10,1,3,6.20016844916202,0,CS,1,1243.72576469966
1,5176,2,S,1,10,1,3,6.20016844916202,0,ILD2.5,5,0.5013436786529
1,5177,2,S,1,10,1,4,4.09206148610217,0,CS,1,1237.50295173609
1,5177,2,S,1,10,1,4,4.09206148610217,0,ILD2.5,5,0.510310255995766
1,5178,2,S,1,10,1,6,2.97218649137967,0,CS,1,1200.30005507882
1,5178,2,S,1,10,1,6,2.97218649137967,0,ILD2.5,5,0.494958855358599
1,5179,2,S,1,10,2,1,3.95480718079061,0,CS,1,1219.97741326997
1,5179,2,S,1,10,2,1,3.95480718079061,0,ILD2.5,5,0.502417682222739
1,5180,2,S,1,10,2,2,8.69143070642812,0,CS,1,1233.07258504923
1,5180,2,S,1,10,2,2,8.69143070642812,0,ILD2.5,5,0.490955506375757
1,2432,2,S,1,11,1,1,16.3616923097307,0,CS,1,1139.87796617786
1,2432,2,S,1,11,1,1,16.3616923097307,0,ILD2.5,5,0.509049280087042
1,2433,2,S,1,11,1,2,5.15368765536177,0,CS,1,1225.33841130612
1,2433,2,S,1,11,1,2,5.15368765536177,0,ILD2.5,5,0.505582538785341
1,2434,2,S,1,11,1,4,5.17093672506177,0,CS,1,1205.72071577311
1,2434,2,S,1,11,1,4,5.17093672506177,0,ILD2.5,5,0.511608971376992
1,2435,2,S,1,11,1,5,5.45016664189004,0,CS,1,1219.2668106512
1,2435,2,S,1,11,1,5,5.45016664189004,0,ILD2.5,5,0.505301398271839
1,2436,2,S,1,11,1,6,6.68723206667287,0,CS,1,1217.12904455982
1,2436,2,S,1,11,1,6,6.68723206667287,0,ILD2.5,5,0.497751343312453
1,2437,2,S,1,11,2,1,0.605155505121652,0,CS,1,1212.18874584594
1,2437,2,S,1,11,2,1,0.605155505121652,0,ILD2.5,5,0.504637314956492
1,2438,2,S,1,11,2,2,0.7466155777972,0,CS,1,1200.95961630689
1,2438,2,S,1,11,2,2,0.7466155777972,0,ILD2.5,5,0.509470085827458
1,2439,2,S,1,11,2,3,31.4143893832001,1,CS,1,1179.12217819491
1,2439,2,S,1,11,2,3,31.4143893832001,1,ILD2.5,5,0.522204757756722
1,2440,2,S,1,11,2,4,2.03479655171432,0,CS,1,1218.81180754955
1,2440,2,S,1,11,2,4,2.03479655171432,0,ILD2.5,5,0.509944669575245
1,2441,2,S,1,11,2,5,5.18967651590522,0,CS,1,1202.34899721799
1,2441,2,S,1,11,2,5,5.18967651590522,0,ILD2.5,5,0.507136490261345
1,2442,2,S,1,11,2,6,1.45910752645336,0,CS,1,1221.98972536142
1,2442,2,S,1,11,2,6,1.45910752645336,0,ILD2.5,5,0.511651000764916
1,3722,2,S,1,12,1,1,20.9914346299123,0,CS,1,1200.38725232966
1,3722,2,S,1,12,1,1,20.9914346299123,0,ILD2.5,5,0.500255419548876
1,3723,2,S,1,12,1,3,15.6689687793965,0,CS,1,1186.59353707249
1,3723,2,S,1,12,1,3,15.6689687793965,0,ILD2.5,5,0.485904430037076
1,3724,2,S,1,12,1,4,16.4048181714403,0,CS,1,1196.25907636171
1,3724,2,S,1,12,1,4,16.4048181714403,0,ILD2.5,5,0.479416281804988
1,3725,2,S,1,12,1,5,6.38265292311143,0,CS,1,1199.90870023051
1,3725,2,S,1,12,1,5,6.38265292311143,0,ILD2.5,5,0.508370304545458
1,3726,2,S,1,12,1,6,5.92303983302919,0,CS,1,1230.92666087157
1,3726,2,S,1,12,1,6,5.92303983302919,0,ILD2.5,5,0.509453538222135
1,3727,2,S,1,12,2,1,7.32785791693457,0,CS,1,1153.97910630036
1,3727,2,S,1,12,2,1,7.32785791693457,0,ILD2.5,5,0.511426979434542
1,3728,2,S,1,12,2,2,3.96339414131842,0,CS,1,1196.10859781952
1,3728,2,S,1,12,2,2,3.96339414131842,0,ILD2.5,5,0.509571841838852
1,3729,2,S,1,12,2,3,8.00231900727924,0,CS,1,1173.15169048545
1,3729,2,S,1,12,2,3,8.00231900727924,0,ILD2.5,5,0.495652681119479
1,3730,2,S,1,12,2,4,2.22116635604207,0,CS,1,1181.32712564207
1,3730,2,S,1,12,2,4,2.22116635604207,0,ILD2.5,5,0.501599319712869
1,3731,2,S,1,12,2,5,5.03580698783742,0,CS,1,1173.15775201424
1,3731,2,S,1,12,2,5,5.03580698783742,0,ILD2.5,5,0.514136542957889
1,3732,2,S,1,12,2,6,5.00342001473301,0,CS,1,1178.50819070363
1,3732,2,S,1,12,2,6,5.00342001473301,0,ILD2.5,5,0.506948696394095
1,3634,2,S,1,13,1,1,7.85466980883876,0,CS,1,1164.50485424301
1,3634,2,S,1,13,1,1,7.85466980883876,0,ILD2.5,5,0.51196827334958
1,3635,2,S,1,13,1,2,0.609248628087345,0,CS,1,1218.37204680854
1,3635,2,S,1,13,1,2,0.609248628087345,0,ILD2.5,5,0.504286523940625
1,3636,2,S,1,13,1,3,5.05414598755421,0,CS,1,1164.17686705147
1,3636,2,S,1,13,1,3,5.05414598755421,0,ILD2.5,5,0.511594767078029
1,3637,2,S,1,13,1,4,4.1800266642519,0,CS,1,1206.74760317879
1,3637,2,S,1,13,1,4,4.1800266642519,0,ILD2.5,5,0.499521801403345
1,3638,2,S,1,13,1,5,5.50401111597963,0,CS,1,1207.02757033779
1,3638,2,S,1,13,1,5,5.50401111597963,0,ILD2.5,5,0.506375121088773
1,3639,2,S,1,13,1,6,3.45964285749388,0,CS,1,1198.6649054492
1,3639,2,S,1,13,1,6,3.45964285749388,0,ILD2.5,5,0.500297794476988
1,3640,2,S,1,13,2,1,3.82081956580354,0,CS,1,1162.21005942222
1,3640,2,S,1,13,2,1,3.82081956580354,0,ILD2.5,5,0.505737197028279
1,3641,2,S,1,13,2,2,11.7919692920733,0,CS,1,1182.53898220923
1,3641,2,S,1,13,2,2,11.7919692920733,0,ILD2.5,5,0.485519497857197
1,3642,2,S,1,13,2,3,3.94488441830005,0,CS,1,1194.39710500505
1,3642,2,S,1,13,2,3,3.94488441830005,0,ILD2.5,5,0.502705396834449
1,3643,2,S,1,13,2,4,2.57866438215604,0,CS,1,1203.17810633154
1,3643,2,S,1,13,2,4,2.57866438215604,0,ILD2.5,5,0.499092024164523
1,3644,2,S,1,13,2,5,2.04634432867719,0,CS,1,1199.42328734363
1,3644,2,S,1,13,2,5,2.04634432867719,0,ILD2.5,5,0.501122566519961
1,3645,2,S,1,13,2,6,11.5282245440528,0,CS,1,1162.10622960592
1,3645,2,S,1,13,2,6,11.5282245440528,0,ILD2.5,5,0.489402900168635
1,5649,2,S,1,14,2,2,6.16022003355268,0,CS,1,1205.75794512091
1,5649,2,S,1,14,2,2,6.16022003355268,0,ILD2.5,5,0.520206196342864
1,5650,2,S,1,14,2,5,11.6830617796791,0,CS,1,1221.95917371335
1,5650,2,S,1,14,2,5,11.6830617796791,0,ILD2.5,5,0.500620836269857
1,5651,2,S,1,14,2,6,1.29554949525205,0,CS,1,1216.67296802021
1,5651,2,S,1,14,2,6,1.29554949525205,0,ILD2.5,5,0.505043310300184
1,5652,2,S,1,14,2,7,9.0228381907183,0,CS,1,1243.57629440255
1,5652,2,S,1,14,2,7,9.0228381907183,0,ILD2.5,5,0.494903507711833
1,5653,2,S,1,14,3,2,6.03324097848411,0,CS,1,1216.60830910271
1,5653,2,S,1,14,3,2,6.03324097848411,0,ILD2.5,5,0.510219243485532
1,5654,2,S,1,14,3,3,5.16078998124612,0,CS,1,1235.83565969661
1,5654,2,S,1,14,3,3,5.16078998124612,0,ILD2.5,5,0.498237147928877
1,5655,2,S,1,14,3,5,10.4834545138191,0,CS,1,1209.31339564601
1,5655,2,S,1,14,3,5,10.4834545138191,0,ILD2.5,5,0.515622007127614
1,5656,2,S,1,14,3,6,3.5589873032962,0,CS,1,1220.04344184951
1,5656,2,S,1,14,3,6,3.5589873032962,0,ILD2.5,5,0.509808206366475
1,5657,2,S,1,14,3,8,8.57392254586703,0,CS,1,1257.46208248554
1,5657,2,S,1,14,3,8,8.57392254586703,0,ILD2.5,5,0.512391794108564
1,2180,2,S,1,15,1,1,3.14241201226654,0,CS,1,1188.98799171583
1,2180,2,S,1,15,1,1,3.14241201226654,0,ILD2.5,5,0.512329694629163
1,2181,2,S,1,15,1,2,4.74047149434116,0,CS,1,1212.89781560983
1,2181,2,S,1,15,1,2,4.74047149434116,0,ILD2.5,5,0.497344080091511
1,2182,2,S,1,15,1,3,1.45664151751794,0,CS,1,1189.14834136779
1,2182,2,S,1,15,1,3,1.45664151751794,0,ILD2.5,5,0.503219904255247
1,2183,2,S,1,15,1,4,7.90538107080557,0,CS,1,1203.04659556939
1,2183,2,S,1,15,1,4,7.90538107080557,0,ILD2.5,5,0.504691474209026
1,2184,2,S,1,15,1,5,3.72164594527464,0,CS,1,1167.03022906673
1,2184,2,S,1,15,1,5,3.72164594527464,0,ILD2.5,5,0.506915636327281
1,2185,2,S,1,15,1,6,6.13975179450735,0,CS,1,1183.13387990445
1,2185,2,S,1,15,1,6,6.13975179450735,0,ILD2.5,5,0.506190295254381
1,2186,2,S,1,15,2,1,9.09054217156643,0,CS,1,1183.14477370926
1,2186,2,S,1,15,2,1,9.09054217156643,0,ILD2.5,5,0.506940247527735
1,2187,2,S,1,15,2,3,12.8449028495458,0,CS,1,1120.93839656284
1,2187,2,S,1,15,2,3,12.8449028495458,0,ILD2.5,5,0.509634954238048
1,2188,2,S,1,15,2,4,9.73013397900205,0,CS,1,1181.88878965455
1,2188,2,S,1,15,2,4,9.73013397900205,0,ILD2.5,5,0.49883929553746
1,2189,2,S,1,15,2,5,4.75228762658569,0,CS,1,1179.18455816815
1,2189,2,S,1,15,2,5,4.75228762658569,0,ILD2.5,5,0.507364210621442
1,2190,2,S,1,15,2,6,6.63439105557684,0,CS,1,1164.125231904
1,2190,2,S,1,15,2,6,6.63439105557684,0,ILD2.5,5,0.513381338847983
1,1168,2,S,1,16,1,1,1.76453752973481,0,CS,1,1205.32909291289
1,1168,2,S,1,16,1,1,1.76453752973481,0,ILD2.5,5,0.508017137797248
1,1169,2,S,1,16,1,2,4.83540456777429,0,CS,1,1199.56445799668
1,1169,2,S,1,16,1,2,4.83540456777429,0,ILD2.5,5,0.507384217962494
1,1170,2,S,1,16,1,3,8.09446628544226,0,CS,1,1215.6305176967
1,1170,2,S,1,16,1,3,8.09446628544226,0,ILD2.5,5,0.512429377898343
1,1171,2,S,1,16,1,4,10.8662493985536,0,CS,1,1189.72919420999
1,1171,2,S,1,16,1,4,10.8662493985536,0,ILD2.5,5,0.520416488991942
1,1172,2,S,1,16,1,5,7.62039974733052,0,CS,1,1143.08568746568
1,1172,2,S,1,16,1,5,7.62039974733052,0,ILD2.5,5,0.502100509695519
1,1173,2,S,1,16,1,6,7.99346135415366,0,CS,1,1230.76083063372
1,1173,2,S,1,16,1,6,7.99346135415366,0,ILD2.5,5,0.523345101242166
1,1174,2,S,1,16,2,1,4.08663991212211,0,CS,1,1190.02268885933
1,1174,2,S,1,16,2,1,4.08663991212211,0,ILD2.5,5,0.512336260693614
1,1175,2,S,1,16,2,2,44.8262306900765,1,CS,1,1046.08529501396
1,1175,2,S,1,16,2,2,44.8262306900765,1,ILD2.5,5,0.516392056902901
1,1176,2,S,1,16,2,3,10.3657627102536,0,CS,1,1179.28867448889
1,1176,2,S,1,16,2,3,10.3657627102536,0,ILD2.5,5,0.506510948477061
1,1177,2,S,1,16,2,4,32.9174936779438,1,CS,1,1055.05881879216
1,1177,2,S,1,16,2,4,32.9174936779438,1,ILD2.5,5,0.514860441274821
1,1178,2,S,1,16,2,5,32.0476851407111,1,CS,1,1061.68597575324
1,1178,2,S,1,16,2,5,32.0476851407111,1,ILD2.5,5,0.514427411505857
1,1179,2,S,1,16,2,6,7.06595990587466,0,CS,1,1156.13647791061
1,1179,2,S,1,16,2,6,7.06595990587466,0,ILD2.5,5,0.516813099718949
1,1558,2,S,1,17,1,1,1.20831691741426,0,CS,1,1185.2506532844
1,1558,2,S,1,17,1,1,1.20831691741426,0,ILD2.5,5,0.501704819273275
1,1559,2,S,1,17,1,2,5.70748665872231,0,CS,1,1201.88010124878
1,1559,2,S,1,17,1,2,5.70748665872231,0,ILD2.5,5,0.517680204885542
1,1560,2,S,1,17,1,3,3.85503125536768,0,CS,1,1199.37752373656
1,1560,2,S,1,17,1,3,3.85503125536768,0,ILD2.5,5,0.510229844381762
1,1561,2,S,1,17,1,4,2.46944982811638,0,CS,1,1178.48631727313
1,1561,2,S,1,17,1,4,2.46944982811638,0,ILD2.5,5,0.514862871569804
1,1562,2,S,1,17,1,5,3.79258971896223,0,CS,1,1203.64520427648
1,1562,2,S,1,17,1,5,3.79258971896223,0,ILD2.5,5,0.51352504591436
1,1563,2,S,1,17,1,6,1.586950789221,0,CS,1,1184.77470901058
1,1563,2,S,1,17,1,6,1.586950789221,0,ILD2.5,5,0.511881858730867
1,1564,2,S,1,17,2,1,0.387485422243585,0,CS,1,1195.32087742162
1,1564,2,S,1,17,2,1,0.387485422243585,0,ILD2.5,5,0.509092838742762
1,1565,2,S,1,17,2,2,2.03109713367932,0,CS,1,1210.36486693521
1,1565,2,S,1,17,2,2,2.03109713367932,0,ILD2.5,5,0.508244423760661
1,1566,2,S,1,17,2,3,10.0158104038548,0,CS,1,1189.45720580626
1,1566,2,S,1,17,2,3,10.0158104038548,0,ILD2.5,5,0.507898266125016
1,1567,2,S,1,17,2,4,0.931484390009671,0,CS,1,1207.69320975522
1,1567,2,S,1,17,2,4,0.931484390009671,0,ILD2.5,5,0.510731646753995
1,1568,2,S,1,17,2,5,7.40986085225503,0,CS,1,1189.71341086834
1,1568,2,S,1,17,2,5,7.40986085225503,0,ILD2.5,5,0.511293944497058
1,1569,2,S,1,17,2,6,7.19279392539534,0,CS,1,1198.19048754546
1,1569,2,S,1,17,2,6,7.19279392539534,0,ILD2.5,5,0.509968435321235
1,4702,2,S,1,18,1,1,5.97581869285487,0,CS,1,1255.0077467667
1,4702,2,S,1,18,1,1,5.97581869285487,0,ILD2.5,5,0.504010392270317
1,4703,2,S,1,18,1,2,7.14763577610171,0,CS,1,1257.1413780655
1,4703,2,S,1,18,1,2,7.14763577610171,0,ILD2.5,5,0.518589527054136
1,4704,2,S,1,18,1,3,4.74065454037407,0,CS,1,1195.48325886321
1,4704,2,S,1,18,1,3,4.74065454037407,0,ILD2.5,5,0.507717660558129
1,4705,2,S,1,18,1,4,5.01833847065499,0,CS,1,1252.46006811483
1,4705,2,S,1,18,1,4,5.01833847065499,0,ILD2.5,5,0.509437182805147
1,4706,2,S,1,18,1,5,11.5505773880962,0,CS,1,1223.99010526138
1,4706,2,S,1,18,1,5,11.5505773880962,0,ILD2.5,5,0.5125279217049
1,4707,2,S,1,18,1,6,8.50714167323861,0,CS,1,1202.73290652764
1,4707,2,S,1,18,1,6,8.50714167323861,0,ILD2.5,5,0.505575536430363
1,4708,2,S,1,18,2,2,6.65014469593375,0,CS,1,1222.62404505864
1,4708,2,S,1,18,2,2,6.65014469593375,0,ILD2.5,5,0.511156000572275
1,4709,2,S,1,18,2,3,5.88352546499451,0,CS,1,1236.98333771226
1,4709,2,S,1,18,2,3,5.88352546499451,0,ILD2.5,5,0.498272566155317
1,4710,2,S,1,18,2,4,2.46012396294962,0,CS,1,1220.97001510183
1,4710,2,S,1,18,2,4,2.46012396294962,0,ILD2.5,5,0.507830784308751
1,4711,2,S,1,18,2,5,13.227598592819,0,CS,1,1222.06037312219
1,4711,2,S,1,18,2,5,13.227598592819,0,ILD2.5,5,0.488873988944948
1,5351,2,S,1,19,1,1,16.27968818658,0,CS,1,1209.54132720722
1,5351,2,S,1,19,1,1,16.27968818658,0,ILD2.5,5,0.516656741032352
1,5352,2,S,1,19,1,2,6.27458526052339,0,CS,1,1204.00461423995
1,5352,2,S,1,19,1,2,6.27458526052339,0,ILD2.5,5,0.494865096571525
1,5353,2,S,1,19,1,3,3.50403560168588,0,CS,1,1215.40866469769
1,5353,2,S,1,19,1,3,3.50403560168588,0,ILD2.5,5,0.502987682731262
1,5354,2,S,1,19,1,4,6.86781474380385,0,CS,1,1212.59895357955
1,5354,2,S,1,19,1,4,6.86781474380385,0,ILD2.5,5,0.50651445722112
1,5355,2,S,1,19,1,5,3.41837024278576,0,CS,1,1228.72517494985
1,5355,2,S,1,19,1,5,3.41837024278576,0,ILD2.5,5,0.514176488823803
1,5356,2,S,1,19,1,6,3.44292671874566,0,CS,1,1224.56132735132
1,5356,2,S,1,19,1,6,3.44292671874566,0,ILD2.5,5,0.508489947063128
1,4636,2,S,1,20,1,2,19.0673958337793,0,CS,1,1221.26182468971
1,4636,2,S,1,20,1,2,19.0673958337793,0,ILD2.5,5,0.489460901302893
1,4637,2,S,1,20,2,1,5.08409296577456,0,CS,1,1227.14718849134
1,4637,2,S,1,20,2,1,5.08409296577456,0,ILD2.5,5,0.504158967190648
1,4638,2,S,1,20,2,2,3.9278966160391,0,CS,1,1247.40459443687
1,4638,2,S,1,20,2,2,3.9278966160391,0,ILD2.5,5,0.499749324825642
1,4639,2,S,1,20,2,3,2.36219187922822,0,CS,1,1210.96361996919
1,4639,2,S,1,20,2,3,2.36219187922822,0,ILD2.5,5,0.505376537506559
1,4640,2,S,1,20,2,4,5.10416170442465,0,CS,1,1187.72602527313
1,4640,2,S,1,20,2,4,5.10416170442465,0,ILD2.5,5,0.504256693580009
1,4641,2,S,1,20,2,5,5.53169071445002,0,CS,1,1218.14357847413
1,4641,2,S,1,20,2,5,5.53169071445002,0,ILD2.5,5,0.496797343244178
1,4642,2,S,1,20,2,6,12.0669187191721,0,CS,1,1178.94293519425
1,4642,2,S,1,20,2,6,12.0669187191721,0,ILD2.5,5,0.482361621241628
1,3634,2,S,1,21,1,1,7.85466980883876,0,CS,1,1164.50485424301
